'Elapsed time','D3'
'0:51.048',7.820
'0:51.052',7.700
'0:51.056',7.570
'0:51.060',7.520
'0:51.064',7.510
'0:51.068',7.485
'0:51.072',7.480
'0:51.076',7.495
'0:51.080',7.495
'0:51.084',7.495
'0:51.088',7.505
'0:51.092',7.505
'0:51.096',7.505
'0:51.100',7.495
'0:51.104',7.480
'0:51.108',7.495
'0:51.112',7.495
'0:51.116',7.510
'0:51.120',7.485
'0:51.124',7.485
'0:51.128',7.485
'0:51.132',7.460
'0:51.136',7.470
'0:51.140',7.470
'0:51.144',7.470
'0:51.148',7.460
'0:51.152',7.460
'0:51.156',7.460
'0:51.160',7.445
'0:51.164',7.445
'0:51.168',7.445
'0:51.172',7.435
'0:51.176',7.435
'0:51.180',7.425
'0:51.184',7.420
'0:51.188',7.410
'0:51.192',7.420
'0:51.196',7.390
'0:51.200',7.385
'0:51.204',7.375
'0:51.208',7.365
'0:51.212',7.360
'0:51.216',7.340
'0:51.220',7.350
'0:51.224',7.300
'0:51.228',7.300
'0:51.232',7.290
'0:51.236',7.265
'0:51.240',7.245
'0:51.244',7.220
'0:51.248',7.195
'0:51.252',7.180
'0:51.256',7.155
'0:51.260',7.120
'0:51.264',7.075
'0:51.268',7.040
'0:51.272',7.000
'0:51.276',6.955
'0:51.280',6.940
'0:51.284',6.890
'0:51.288',6.845
'0:51.292',6.830
'0:51.296',6.795
'0:51.300',6.770
'0:51.304',6.760
'0:51.308',6.750
'0:51.312',6.750
'0:51.316',6.775
'0:51.320',6.810
'0:51.324',6.865
'0:51.328',6.930
'0:51.332',7.000
'0:51.336',7.060
'0:51.340',7.110
'0:51.344',7.180
'0:51.348',7.230
'0:51.352',7.265
'0:51.356',7.305
'0:51.360',7.360
'0:51.364',7.390
'0:51.368',7.420
'0:51.372',7.425
'0:51.376',7.450
'0:51.380',7.460
'0:51.384',7.470
'0:51.388',7.480
'0:51.392',7.480
'0:51.396',7.485
'0:51.400',7.505
'0:51.404',7.505
'0:51.408',7.510
'0:51.412',7.510
'0:51.416',7.505
'0:51.420',7.505
'0:51.424',7.495
'0:51.428',7.510
'0:51.432',7.520
'0:51.436',7.510
'0:51.440',7.510
'0:51.444',7.520
'0:51.448',7.540
'0:51.452',7.530
'0:51.456',7.530
'0:51.460',7.570
'0:51.464',7.540
'0:51.468',7.540
'0:51.472',7.545
'0:51.476',7.545
'0:51.480',7.545
'0:51.484',7.565
'0:51.488',7.565
'0:51.492',7.565
'0:51.496',7.565
'0:51.500',7.555
'0:51.504',7.570
'0:51.508',7.570
'0:51.512',7.570
'0:51.516',7.570
'0:51.520',7.565
'0:51.524',7.600
'0:51.528',7.570
'0:51.532',7.570
'0:51.536',7.570
'0:51.540',7.570
'0:51.544',7.590
'0:51.548',7.570
'0:51.552',7.600
'0:51.556',7.590
'0:51.560',7.570
'0:51.564',7.570
'0:51.568',7.580
'0:51.572',7.580
'0:51.576',7.590
'0:51.580',7.590
'0:51.584',7.580
'0:51.588',7.600
'0:51.592',7.605
'0:51.596',7.605
'0:51.600',7.600
'0:51.604',7.600
'0:51.608',7.605
'0:51.612',7.615
'0:51.616',7.605
'0:51.620',7.600
'0:51.624',7.600
'0:51.628',7.600
'0:51.632',7.615
'0:51.636',7.605
'0:51.640',7.605
'0:51.644',7.605
'0:51.648',7.625
'0:51.652',7.630
'0:51.656',7.615
'0:51.660',7.625
'0:51.664',7.615
'0:51.668',7.615
'0:51.672',7.615
'0:51.676',7.640
'0:51.680',7.615
'0:51.684',7.625
'0:51.688',7.630
'0:51.692',7.630
'0:51.696',7.655
'0:51.700',7.625
'0:51.704',7.615
'0:51.708',7.630
'0:51.712',7.640
'0:51.716',7.640
'0:51.720',7.640
'0:51.724',7.630
'0:51.728',7.640
'0:51.732',7.630
'0:51.736',7.640
'0:51.740',7.630
'0:51.744',7.640
'0:51.748',7.640
'0:51.752',7.640
'0:51.756',7.625
'0:51.760',7.675
'0:51.764',7.640
'0:51.768',7.640
'0:51.772',7.630
'0:51.776',7.630
'0:51.780',7.640
'0:51.784',7.640
'0:51.788',7.640
'0:51.792',7.640
'0:51.796',7.640
'0:51.800',7.625
'0:51.804',7.630
'0:51.808',7.640
'0:51.812',7.630
'0:51.816',7.640
'0:51.820',7.625
'0:51.824',7.630
'0:51.828',7.630
'0:51.832',7.640
'0:51.836',7.640
'0:51.840',7.630
'0:51.844',7.630
'0:51.848',7.630
'0:51.852',7.630
'0:51.856',7.615
'0:51.860',7.630
'0:51.864',7.630
'0:51.868',7.665
'0:51.872',7.630
'0:51.876',7.640
'0:51.880',7.650
'0:51.884',7.640
'0:51.888',7.640
'0:51.892',7.630
'0:51.896',7.640
'0:51.900',7.640
'0:51.904',7.630
'0:51.908',7.625
'0:51.912',7.630
'0:51.916',7.630
'0:51.920',7.630
'0:51.924',7.625
'0:51.928',7.640
'0:51.932',7.650
'0:51.936',7.630
'0:51.940',7.630
'0:51.944',7.630
'0:51.948',7.625
'0:51.952',7.615
'0:51.956',7.625
'0:51.960',7.625
'0:51.964',7.625
'0:51.968',7.630
'0:51.972',7.615
'0:51.976',7.605
'0:51.980',7.615
'0:51.984',7.615
'0:51.988',7.625
'0:51.992',7.615
'0:51.996',7.630
'0:52.000',7.615
'0:52.004',7.615
'0:52.008',7.605
'0:52.012',7.600
'0:52.016',7.605
'0:52.020',7.605
'0:52.024',7.605
'0:52.028',7.600
'0:52.032',7.605
'0:52.036',7.600
'0:52.040',7.600
'0:52.044',7.605
'0:52.048',7.600
'0:52.052',7.600
'0:52.056',7.590
'0:52.060',7.600
'0:52.064',7.580
'0:52.068',7.600
'0:52.072',7.605
'0:52.076',7.600
'0:52.080',7.600
'0:52.084',7.590
'0:52.088',7.565
'0:52.092',7.545
'0:52.096',7.545
'0:52.100',7.545
'0:52.104',7.565
'0:52.108',7.545
'0:52.112',7.565
'0:52.116',7.570
'0:52.120',7.590
'0:52.124',7.580
'0:52.128',7.580
'0:52.132',7.570
'0:52.136',7.590
'0:52.140',7.565
'0:52.144',7.565
'0:52.148',7.565
'0:52.152',7.570
'0:52.156',7.565
'0:52.160',7.565
'0:52.164',7.570
'0:52.168',7.590
'0:52.172',7.570
'0:52.176',7.600
'0:52.180',7.615
'0:52.184',7.570
'0:52.188',7.470
'0:52.192',7.255
'0:52.196',6.975
'0:52.200',6.760
'0:52.204',6.590
'0:52.208',6.335
'0:52.212',6.195
'0:52.216',6.445
'0:52.220',6.980
'0:52.224',7.435
'0:52.228',7.770
'0:52.232',7.890
'0:52.236',7.735
'0:52.240',7.590
'0:52.244',7.510
'0:52.248',7.505
'0:52.252',7.485
'0:52.256',7.470
'0:52.260',7.480
'0:52.264',7.480
'0:52.268',7.485
'0:52.272',7.495
'0:52.276',7.485
'0:52.280',7.470
'0:52.284',7.470
'0:52.288',7.480
'0:52.292',7.480
'0:52.296',7.485
'0:52.300',7.470
'0:52.304',7.470
'0:52.308',7.470
'0:52.312',7.450
'0:52.316',7.460
'0:52.320',7.485
'0:52.324',7.460
'0:52.328',7.450
'0:52.332',7.445
'0:52.336',7.435
'0:52.340',7.470
'0:52.344',7.445
'0:52.348',7.450
'0:52.352',7.425
'0:52.356',7.425
'0:52.360',7.435
'0:52.364',7.410
'0:52.368',7.410
'0:52.372',7.410
'0:52.376',7.400
'0:52.380',7.390
'0:52.384',7.385
'0:52.388',7.365
'0:52.392',7.365
'0:52.396',7.340
'0:52.400',7.360
'0:52.404',7.315
'0:52.408',7.305
'0:52.412',7.305
'0:52.416',7.290
'0:52.420',7.275
'0:52.424',7.265
'0:52.428',7.230
'0:52.432',7.215
'0:52.436',7.185
'0:52.440',7.160
'0:52.444',7.120
'0:52.448',7.095
'0:52.452',7.050
'0:52.456',7.025
'0:52.460',6.980
'0:52.464',6.950
'0:52.468',6.905
'0:52.472',6.880
'0:52.476',6.835
'0:52.480',6.810
'0:52.484',6.785
'0:52.488',6.750
'0:52.492',6.750
'0:52.496',6.745
'0:52.500',6.760
'0:52.504',6.775
'0:52.508',6.820
'0:52.512',6.830
'0:52.516',6.920
'0:52.520',7.000
'0:52.524',7.070
'0:52.528',7.135
'0:52.532',7.185
'0:52.536',7.245
'0:52.540',7.275
'0:52.544',7.325
'0:52.548',7.365
'0:52.552',7.410
'0:52.556',7.425
'0:52.560',7.435
'0:52.564',7.460
'0:52.568',7.460
'0:52.572',7.470
'0:52.576',7.530
'0:52.580',7.495
'0:52.584',7.495
'0:52.588',7.495
'0:52.592',7.505
'0:52.596',7.505
'0:52.600',7.505
'0:52.604',7.520
'0:52.608',7.510
'0:52.612',7.505
'0:52.616',7.505
'0:52.620',7.530
'0:52.624',7.530
'0:52.628',7.540
'0:52.632',7.540
'0:52.636',7.540
'0:52.640',7.565
'0:52.644',7.545
'0:52.648',7.545
'0:52.652',7.570
'0:52.656',7.565
'0:52.660',7.565
'0:52.664',7.565
'0:52.668',7.555
'0:52.672',7.565
'0:52.676',7.565
'0:52.680',7.545
'0:52.684',7.565
'0:52.688',7.555
'0:52.692',7.570
'0:52.696',7.570
'0:52.700',7.565
'0:52.704',7.570
'0:52.708',7.570
'0:52.712',7.570
'0:52.716',7.565
'0:52.720',7.565
'0:52.724',7.570
'0:52.728',7.570
'0:52.732',7.565
'0:52.736',7.565
'0:52.740',7.565
'0:52.744',7.570
'0:52.748',7.600
'0:52.752',7.565
'0:52.756',7.570
'0:52.760',7.570
'0:52.764',7.570
'0:52.768',7.580
'0:52.772',7.570
'0:52.776',7.570
'0:52.780',7.600
'0:52.784',7.590
'0:52.788',7.590
'0:52.792',7.590
'0:52.796',7.590
'0:52.800',7.580
'0:52.804',7.590
'0:52.808',7.580
'0:52.812',7.625
'0:52.816',7.600
'0:52.820',7.605
'0:52.824',7.605
'0:52.828',7.600
'0:52.832',7.600
'0:52.836',7.605
'0:52.840',7.625
'0:52.844',7.615
'0:52.848',7.600
'0:52.852',7.605
'0:52.856',7.605
'0:52.860',7.615
'0:52.864',7.615
'0:52.868',7.605
'0:52.872',7.615
'0:52.876',7.615
'0:52.880',7.615
'0:52.884',7.615
'0:52.888',7.625
'0:52.892',7.605
'0:52.896',7.605
'0:52.900',7.615
'0:52.904',7.605
'0:52.908',7.605
'0:52.912',7.605
'0:52.916',7.600
'0:52.920',7.605
'0:52.924',7.605
'0:52.928',7.615
'0:52.932',7.615
'0:52.936',7.615
'0:52.940',7.625
'0:52.944',7.615
'0:52.948',7.615
'0:52.952',7.625
'0:52.956',7.615
'0:52.960',7.615
'0:52.964',7.625
'0:52.968',7.605
'0:52.972',7.605
'0:52.976',7.615
'0:52.980',7.615
'0:52.984',7.640
'0:52.988',7.615
'0:52.992',7.615
'0:52.996',7.615
'0:53.000',7.625
'0:53.004',7.615
'0:53.008',7.605
'0:53.012',7.615
'0:53.016',7.625
'0:53.020',7.600
'0:53.024',7.615
'0:53.028',7.615
'0:53.032',7.625
'0:53.036',7.625
'0:53.040',7.605
'0:53.044',7.600
'0:53.048',7.630
'0:53.052',7.615
'0:53.056',7.615
'0:53.060',7.615
'0:53.064',7.615
'0:53.068',7.625
'0:53.072',7.605
'0:53.076',7.615
'0:53.080',7.625
'0:53.084',7.600
'0:53.088',7.600
'0:53.092',7.615
'0:53.096',7.615
'0:53.100',7.605
'0:53.104',7.600
'0:53.108',7.600
'0:53.112',7.615
'0:53.116',7.600
'0:53.120',7.600
'0:53.124',7.600
'0:53.128',7.605
'0:53.132',7.605
'0:53.136',7.600
'0:53.140',7.600
'0:53.144',7.580
'0:53.148',7.600
'0:53.152',7.600
'0:53.156',7.615
'0:53.160',7.605
'0:53.164',7.590
'0:53.168',7.600
'0:53.172',7.580
'0:53.176',7.605
'0:53.180',7.590
'0:53.184',7.600
'0:53.188',7.580
'0:53.192',7.590
'0:53.196',7.565
'0:53.200',7.600
'0:53.204',7.580
'0:53.208',7.570
'0:53.212',7.565
'0:53.216',7.570
'0:53.220',7.605
'0:53.224',7.580
'0:53.228',7.580
'0:53.232',7.580
'0:53.236',7.570
'0:53.240',7.570
'0:53.244',7.570
'0:53.248',7.565
'0:53.252',7.565
'0:53.256',7.565
'0:53.260',7.570
'0:53.264',7.570
'0:53.268',7.570
'0:53.272',7.555
'0:53.276',7.540
'0:53.280',7.540
'0:53.284',7.565
'0:53.288',7.540
'0:53.292',7.530
'0:53.296',7.540
'0:53.300',7.545
'0:53.304',7.545
'0:53.308',7.565
'0:53.312',7.555
'0:53.316',7.555
'0:53.320',7.545
'0:53.324',7.540
'0:53.328',7.540
'0:53.332',7.555
'0:53.336',7.545
'0:53.340',7.540
'0:53.344',7.545
'0:53.348',7.540
'0:53.352',7.540
'0:53.356',7.545
'0:53.360',7.565
'0:53.364',7.580
'0:53.368',7.590
'0:53.372',7.540
'0:53.376',7.410
'0:53.380',7.130
'0:53.384',6.855
'0:53.388',6.685
'0:53.392',6.470
'0:53.396',6.215
'0:53.400',6.130
'0:53.404',6.470
'0:53.408',7.010
'0:53.412',7.410
'0:53.416',7.760
'0:53.420',7.865
'0:53.424',7.700
'0:53.428',7.545
'0:53.432',7.470
'0:53.436',7.435
'0:53.440',7.445
'0:53.444',7.425
'0:53.448',7.435
'0:53.452',7.435
'0:53.456',7.470
'0:53.460',7.435
'0:53.464',7.450
'0:53.468',7.445
'0:53.472',7.445
'0:53.476',7.435
'0:53.480',7.435
'0:53.484',7.435
'0:53.488',7.435
'0:53.492',7.435
'0:53.496',7.435
'0:53.500',7.435
'0:53.504',7.435
'0:53.508',7.420
'0:53.512',7.435
'0:53.516',7.420
'0:53.520',7.425
'0:53.524',7.420
'0:53.528',7.410
'0:53.532',7.410
'0:53.536',7.390
'0:53.540',7.390
'0:53.544',7.375
'0:53.548',7.375
'0:53.552',7.390
'0:53.556',7.385
'0:53.560',7.365
'0:53.564',7.360
'0:53.568',7.360
'0:53.572',7.340
'0:53.576',7.350
'0:53.580',7.325
'0:53.584',7.305
'0:53.588',7.300
'0:53.592',7.300
'0:53.596',7.290
'0:53.600',7.265
'0:53.604',7.255
'0:53.608',7.230
'0:53.612',7.215
'0:53.616',7.195
'0:53.620',7.170
'0:53.624',7.130
'0:53.628',7.075
'0:53.632',7.070
'0:53.636',7.035
'0:53.640',7.010
'0:53.644',6.975
'0:53.648',6.930
'0:53.652',6.890
'0:53.656',6.865
'0:53.660',6.820
'0:53.664',6.785
'0:53.668',6.760
'0:53.672',6.745
'0:53.676',6.710
'0:53.680',6.685
'0:53.684',6.665
'0:53.688',6.675
'0:53.692',6.665
'0:53.696',6.710
'0:53.700',6.745
'0:53.704',6.785
'0:53.708',6.855
'0:53.712',6.940
'0:53.716',6.980
'0:53.720',7.060
'0:53.724',7.120
'0:53.728',7.185
'0:53.732',7.230
'0:53.736',7.265
'0:53.740',7.305
'0:53.744',7.335
'0:53.748',7.365
'0:53.752',7.410
'0:53.756',7.410
'0:53.760',7.425
'0:53.764',7.435
'0:53.768',7.450
'0:53.772',7.445
'0:53.776',7.470
'0:53.780',7.480
'0:53.784',7.470
'0:53.788',7.470
'0:53.792',7.480
'0:53.796',7.485
'0:53.800',7.505
'0:53.804',7.495
'0:53.808',7.495
'0:53.812',7.495
'0:53.816',7.505
'0:53.820',7.520
'0:53.824',7.520
'0:53.828',7.520
'0:53.832',7.510
'0:53.836',7.530
'0:53.840',7.510
'0:53.844',7.555
'0:53.848',7.540
'0:53.852',7.540
'0:53.856',7.530
'0:53.860',7.530
'0:53.864',7.570
'0:53.868',7.540
'0:53.872',7.540
'0:53.876',7.540
'0:53.880',7.540
'0:53.884',7.545
'0:53.888',7.540
'0:53.892',7.545
'0:53.896',7.540
'0:53.900',7.545
'0:53.904',7.545
'0:53.908',7.545
'0:53.912',7.545
'0:53.916',7.545
'0:53.920',7.545
'0:53.924',7.545
'0:53.928',7.590
'0:53.932',7.565
'0:53.936',7.565
'0:53.940',7.565
'0:53.944',7.570
'0:53.948',7.565
'0:53.952',7.570
'0:53.956',7.570
'0:53.960',7.570
'0:53.964',7.570
'0:53.968',7.580
'0:53.972',7.580
'0:53.976',7.600
'0:53.980',7.590
'0:53.984',7.600
'0:53.988',7.600
'0:53.992',7.605
'0:53.996',7.615
'0:54.000',7.615
'0:54.004',7.605
'0:54.008',7.605
'0:54.012',7.600
'0:54.016',7.615
'0:54.020',7.605
'0:54.024',7.625
'0:54.028',7.605
'0:54.032',7.605
'0:54.036',7.640
'0:54.040',7.625
'0:54.044',7.605
'0:54.048',7.625
'0:54.052',7.640
'0:54.056',7.630
'0:54.060',7.615
'0:54.064',7.615
'0:54.068',7.615
'0:54.072',7.630
'0:54.076',7.625
'0:54.080',7.640
'0:54.084',7.630
'0:54.088',7.630
'0:54.092',7.640
'0:54.096',7.615
'0:54.100',7.640
'0:54.104',7.640
'0:54.108',7.630
'0:54.112',7.640
'0:54.116',7.640
'0:54.120',7.650
'0:54.124',7.640
'0:54.128',7.650
'0:54.132',7.640
'0:54.136',7.640
'0:54.140',7.625
'0:54.144',7.630
'0:54.148',7.640
'0:54.152',7.640
'0:54.156',7.640
'0:54.160',7.640
'0:54.164',7.650
'0:54.168',7.650
'0:54.172',7.640
'0:54.176',7.630
'0:54.180',7.640
'0:54.184',7.640
'0:54.188',7.630
'0:54.192',7.630
'0:54.196',7.630
'0:54.200',7.630
'0:54.204',7.625
'0:54.208',7.640
'0:54.212',7.640
'0:54.216',7.640
'0:54.220',7.640
'0:54.224',7.630
'0:54.228',7.640
'0:54.232',7.640
'0:54.236',7.640
'0:54.240',7.630
'0:54.244',7.630
'0:54.248',7.615
'0:54.252',7.650
'0:54.256',7.640
'0:54.260',7.640
'0:54.264',7.640
'0:54.268',7.630
'0:54.272',7.675
'0:54.276',7.640
'0:54.280',7.640
'0:54.284',7.640
'0:54.288',7.640
'0:54.292',7.630
'0:54.296',7.640
'0:54.300',7.640
'0:54.304',7.650
'0:54.308',7.640
'0:54.312',7.640
'0:54.316',7.630
'0:54.320',7.630
'0:54.324',7.640
'0:54.328',7.640
'0:54.332',7.630
'0:54.336',7.665
'0:54.340',7.640
'0:54.344',7.615
'0:54.348',7.625
'0:54.352',7.625
'0:54.356',7.630
'0:54.360',7.630
'0:54.364',7.630
'0:54.368',7.630
'0:54.372',7.640
'0:54.376',7.625
'0:54.380',7.625
'0:54.384',7.615
'0:54.388',7.630
'0:54.392',7.640
'0:54.396',7.630
'0:54.400',7.630
'0:54.404',7.630
'0:54.408',7.630
'0:54.412',7.630
'0:54.416',7.630
'0:54.420',7.630
'0:54.424',7.615
'0:54.428',7.625
'0:54.432',7.650
'0:54.436',7.640
'0:54.440',7.640
'0:54.444',7.640
'0:54.448',7.640
'0:54.452',7.640
'0:54.456',7.640
'0:54.460',7.605
'0:54.464',7.600
'0:54.468',7.570
'0:54.472',7.570
'0:54.476',7.570
'0:54.480',7.580
'0:54.484',7.590
'0:54.488',7.615
'0:54.492',7.600
'0:54.496',7.615
'0:54.500',7.615
'0:54.504',7.605
'0:54.508',7.640
'0:54.512',7.605
'0:54.516',7.600
'0:54.520',7.615
'0:54.524',7.600
'0:54.528',7.600
'0:54.532',7.600
'0:54.536',7.600
'0:54.540',7.605
'0:54.544',7.600
'0:54.548',7.615
'0:54.552',7.640
'0:54.556',7.615
'0:54.560',7.570
'0:54.564',7.435
'0:54.568',7.180
'0:54.572',6.890
'0:54.576',6.760
'0:54.580',6.605
'0:54.584',6.365
'0:54.588',6.300
'0:54.592',6.655
'0:54.596',7.160
'0:54.600',7.520
'0:54.604',7.770
'0:54.608',7.835
'0:54.612',7.690
'0:54.616',7.590
'0:54.620',7.530
'0:54.624',7.505
'0:54.628',7.505
'0:54.632',7.485
'0:54.636',7.505
'0:54.640',7.495
'0:54.644',7.505
'0:54.648',7.505
'0:54.652',7.505
'0:54.656',7.505
'0:54.660',7.505
'0:54.664',7.505
'0:54.668',7.505
'0:54.672',7.485
'0:54.676',7.495
'0:54.680',7.520
'0:54.684',7.495
'0:54.688',7.485
'0:54.692',7.485
'0:54.696',7.485
'0:54.700',7.485
'0:54.704',7.480
'0:54.708',7.485
'0:54.712',7.470
'0:54.716',7.450
'0:54.720',7.460
'0:54.724',7.495
'0:54.728',7.470
'0:54.732',7.450
'0:54.736',7.435
'0:54.740',7.425
'0:54.744',7.460
'0:54.748',7.425
'0:54.752',7.425
'0:54.756',7.425
'0:54.760',7.420
'0:54.764',7.390
'0:54.768',7.400
'0:54.772',7.390
'0:54.776',7.385
'0:54.780',7.365
'0:54.784',7.360
'0:54.788',7.340
'0:54.792',7.325
'0:54.796',7.305
'0:54.800',7.300
'0:54.804',7.265
'0:54.808',7.230
'0:54.812',7.220
'0:54.816',7.215
'0:54.820',7.185
'0:54.824',7.160
'0:54.828',7.120
'0:54.832',7.075
'0:54.836',7.040
'0:54.840',7.015
'0:54.844',6.980
'0:54.848',6.950
'0:54.852',6.915
'0:54.856',6.855
'0:54.860',6.845
'0:54.864',6.810
'0:54.868',6.795
'0:54.872',6.775
'0:54.876',6.775
'0:54.880',6.775
'0:54.884',6.785
'0:54.888',6.830
'0:54.892',6.865
'0:54.896',6.920
'0:54.900',6.980
'0:54.904',7.050
'0:54.908',7.100
'0:54.912',7.170
'0:54.916',7.215
'0:54.920',7.300
'0:54.924',7.335
'0:54.928',7.375
'0:54.932',7.400
'0:54.936',7.445
'0:54.940',7.450
'0:54.944',7.470
'0:54.948',7.505
'0:54.952',7.510
'0:54.956',7.530
'0:54.960',7.530
'0:54.964',7.520
'0:54.968',7.540
'0:54.972',7.545
'0:54.976',7.530
'0:54.980',7.565
'0:54.984',7.545
'0:54.988',7.540
'0:54.992',7.540
'0:54.996',7.540
'0:55.000',7.545
'0:55.004',7.555
'0:55.008',7.565
'0:55.012',7.540
'0:55.016',7.545
'0:55.020',7.565
'0:55.024',7.565
'0:55.028',7.570
'0:55.032',7.570
'0:55.036',7.580
'0:55.040',7.590
'0:55.044',7.600
'0:55.048',7.590
'0:55.052',7.605
'0:55.056',7.600
'0:55.060',7.590
'0:55.064',7.600
'0:55.068',7.590
'0:55.072',7.580
'0:55.076',7.590
'0:55.080',7.600
'0:55.084',7.580
'0:55.088',7.570
'0:55.092',7.580
'0:55.096',7.590
'0:55.100',7.580
'0:55.104',7.580
'0:55.108',7.600
'0:55.112',7.600
'0:55.116',7.590
'0:55.120',7.590
'0:55.124',7.580
'0:55.128',7.590
'0:55.132',7.600
'0:55.136',7.590
'0:55.140',7.580
'0:55.144',7.605
'0:55.148',7.600
'0:55.152',7.630
'0:55.156',7.605
'0:55.160',7.605
'0:55.164',7.605
'0:55.168',7.615
'0:55.172',7.605
'0:55.176',7.600
'0:55.180',7.605
'0:55.184',7.605
'0:55.188',7.615
'0:55.192',7.625
'0:55.196',7.625
'0:55.200',7.625
'0:55.204',7.625
'0:55.208',7.630
'0:55.212',7.625
'0:55.216',7.650
'0:55.220',7.630
'0:55.224',7.640
'0:55.228',7.640
'0:55.232',7.640
'0:55.236',7.630
'0:55.240',7.640
'0:55.244',7.630
'0:55.248',7.640
'0:55.252',7.640
'0:55.256',7.640
'0:55.260',7.640
'0:55.264',7.640
'0:55.268',7.640
'0:55.272',7.640
'0:55.276',7.640
'0:55.280',7.640
'0:55.284',7.640
'0:55.288',7.640
'0:55.292',7.640
'0:55.296',7.630
'0:55.300',7.630
'0:55.304',7.640
'0:55.308',7.640
'0:55.312',7.640
'0:55.316',7.640
'0:55.320',7.640
'0:55.324',7.655
'0:55.328',7.650
'0:55.332',7.640
'0:55.336',7.655
'0:55.340',7.640
'0:55.344',7.650
'0:55.348',7.650
'0:55.352',7.655
'0:55.356',7.655
'0:55.360',7.640
'0:55.364',7.640
'0:55.368',7.685
'0:55.372',7.655
'0:55.376',7.655
'0:55.380',7.655
'0:55.384',7.655
'0:55.388',7.685
'0:55.392',7.655
'0:55.396',7.640
'0:55.400',7.640
'0:55.404',7.650
'0:55.408',7.650
'0:55.412',7.655
'0:55.416',7.655
'0:55.420',7.655
'0:55.424',7.655
'0:55.428',7.650
'0:55.432',7.650
'0:55.436',7.685
'0:55.440',7.675
'0:55.444',7.665
'0:55.448',7.675
'0:55.452',7.690
'0:55.456',7.655
'0:55.460',7.665
'0:55.464',7.675
'0:55.468',7.665
'0:55.472',7.665
'0:55.476',7.675
'0:55.480',7.675
'0:55.484',7.665
'0:55.488',7.655
'0:55.492',7.640
'0:55.496',7.650
'0:55.500',7.665
'0:55.504',7.665
'0:55.508',7.665
'0:55.512',7.655
'0:55.516',7.665
'0:55.520',7.650
'0:55.524',7.655
'0:55.528',7.650
'0:55.532',7.650
'0:55.536',7.655
'0:55.540',7.640
'0:55.544',7.655
'0:55.548',7.640
'0:55.552',7.650
'0:55.556',7.630
'0:55.560',7.675
'0:55.564',7.640
'0:55.568',7.630
'0:55.572',7.650
'0:55.576',7.640
'0:55.580',7.640
'0:55.584',7.630
'0:55.588',7.640
'0:55.592',7.640
'0:55.596',7.625
'0:55.600',7.605
'0:55.604',7.615
'0:55.608',7.625
'0:55.612',7.615
'0:55.616',7.625
'0:55.620',7.625
'0:55.624',7.640
'0:55.628',7.625
'0:55.632',7.615
'0:55.636',7.615
'0:55.640',7.625
'0:55.644',7.605
'0:55.648',7.615
'0:55.652',7.615
'0:55.656',7.615
'0:55.660',7.600
'0:55.664',7.605
'0:55.668',7.605
'0:55.672',7.615
'0:55.676',7.605
'0:55.680',7.580
'0:55.684',7.565
'0:55.688',7.565
'0:55.692',7.545
'0:55.696',7.555
'0:55.700',7.545
'0:55.704',7.555
'0:55.708',7.565
'0:55.712',7.580
'0:55.716',7.600
'0:55.720',7.600
'0:55.724',7.600
'0:55.728',7.590
'0:55.732',7.570
'0:55.736',7.570
'0:55.740',7.580
'0:55.744',7.580
'0:55.748',7.570
'0:55.752',7.590
'0:55.756',7.580
'0:55.760',7.590
'0:55.764',7.570
'0:55.768',7.590
'0:55.772',7.605
'0:55.776',7.615
'0:55.780',7.600
'0:55.784',7.540
'0:55.788',7.365
'0:55.792',7.075
'0:55.796',6.805
'0:55.800',6.650
'0:55.804',6.445
'0:55.808',6.185
'0:55.812',6.195
'0:55.816',6.615
'0:55.820',7.155
'0:55.824',7.545
'0:55.828',7.835
'0:55.832',7.845
'0:55.836',7.665
'0:55.840',7.555
'0:55.844',7.505
'0:55.848',7.480
'0:55.852',7.470
'0:55.856',7.460
'0:55.860',7.495
'0:55.864',7.485
'0:55.868',7.485
'0:55.872',7.480
'0:55.876',7.480
'0:55.880',7.480
'0:55.884',7.470
'0:55.888',7.480
'0:55.892',7.470
'0:55.896',7.480
'0:55.900',7.470
'0:55.904',7.460
'0:55.908',7.460
'0:55.912',7.460
'0:55.916',7.450
'0:55.920',7.435
'0:55.924',7.445
'0:55.928',7.450
'0:55.932',7.445
'0:55.936',7.435
'0:55.940',7.420
'0:55.944',7.410
'0:55.948',7.425
'0:55.952',7.420
'0:55.956',7.410
'0:55.960',7.420
'0:55.964',7.410
'0:55.968',7.375
'0:55.972',7.390
'0:55.976',7.400
'0:55.980',7.385
'0:55.984',7.375
'0:55.988',7.365
'0:55.992',7.365
'0:55.996',7.350
'0:56.000',7.340
'0:56.004',7.340
'0:56.008',7.305
'0:56.012',7.300
'0:56.016',7.290
'0:56.020',7.265
'0:56.024',7.265
'0:56.028',7.230
'0:56.032',7.170
'0:56.036',7.170
'0:56.040',7.160
'0:56.044',7.130
'0:56.048',7.085
'0:56.052',7.060
'0:56.056',7.025
'0:56.060',6.990
'0:56.064',6.950
'0:56.068',6.920
'0:56.072',6.890
'0:56.076',6.855
'0:56.080',6.810
'0:56.084',6.785
'0:56.088',6.760
'0:56.092',6.725
'0:56.096',6.700
'0:56.100',6.710
'0:56.104',6.715
'0:56.108',6.735
'0:56.112',6.760
'0:56.116',6.820
'0:56.120',6.870
'0:56.124',6.920
'0:56.128',7.000
